126	0	2.5135620748996734
126	1	1.7418864457309247
126	2	2.537909052968025
126	3	1.39114422082901
126	4	1.8042415031790733
126	5	1.8551004809141158
126	6	1.796581364274025
126	7	2.00448323443532
126	8	0.13074393901973963
127	0	2.4982659250497816
127	1	1.8483423683047295
127	2	1.7792202997207642
127	3	1.6423599072545767
127	4	1.9180048802495002
127	5	1.7800541090965272
128	0	1.5835625529102981
128	1	1.5195348314195871
128	2	1.3045331331156194
129	0	1.5835625529102981
129	1	1.0990590471122414
129	2	2.2164595592021943
129	3	1.350362100121565
129	4	1.256906269332394
129	5	1.6475963605940342
129	6	1.5195348314195871
129	7	1.3045331331156194
130	0	-0.1853275799192488
130	1	1.9220668075978755
130	2	2.0707885336875917
130	3	1.847597799897194
130	4	2.14948857575655
130	5	1.8016912353038788
131	0	2.1274811887741087
131	1	1.5536613035202027
131	2	1.2296103320270777
131	3	2.0549096763134003
131	4	1.9422223910689353
131	5	1.7849060678482056
131	6	1.7761855422705413
131	7	1.2865032263845206
131	8	1.9603706270456314
132	0	2.1274811887741087
132	1	1.2296103320270777
132	2	1.9017702454328538
132	3	2.0549096763134003
132	4	1.7849060678482056
132	5	1.7761855422705413
132	6	1.2865032263845206
132	7	1.9422223910689353
132	8	1.631935018375516
132	9	1.9714926558732986
132	10	1.5536613035202027
132	11	1.2581134217046201
132	12	1.5842496997117996
132	13	1.8842088405787945
132	14	1.8576472318172454
132	15	1.9603706270456314
133	0	1.5536613035202027
133	1	1.7761855422705413
133	2	1.2865032263845206
133	3	1.5842496997117996
133	4	1.7849060678482056
133	5	2.0549096763134003
133	6	1.9409464055299759
133	7	1.9603706270456314
134	0	1.8844195127487182
134	1	1.820834437906742
134	2	1.631935018375516
135	0	1.7761855422705413
135	1	1.9422223910689353
135	2	1.9714926558732986
135	3	1.5842496997117996
135	4	1.8842088405787945
135	5	1.8576472318172454
135	6	1.9603706270456314
135	7	2.0549096763134003
135	8	1.631935018375516
136	0	1.8799073825776578
136	1	1.9409464055299759
136	2	1.5106215666234493
136	3	1.631935018375516
137	0	2.0339382329583167
137	1	1.5106215666234493
137	2	1.631935018375516
137	3	1.8799073825776578
137	4	1.2581134217046201
138	0	2.429678267389536
138	1	2.1304765117168425
138	2	1.9881566843390466
139	0	1.1093655597884209
139	1	1.705853255391121
139	2	1.7648930656909942
139	3	1.5477902976796032
139	4	1.9881566843390466
140	0	1.4703617137670517
140	1	1.7842999066412448
140	2	1.9964716985821724
140	3	1.8816640263795852
140	4	1.1638849064335226
140	5	2.017510194182396
140	6	1.9406542772054671
141	0	1.4703617137670517
141	1	1.9964716985821724
141	2	1.1638849064335226
141	3	2.017510194182396
141	4	1.7842999066412448
141	5	1.8816640263795852
141	6	1.9406542772054671
142	0	1.8816640263795852
142	1	1.9406542772054671
143	0	1.1638849064335226
143	1	2.017510194182396
143	2	1.9406542772054671
144	0	1.6082322645001113
144	1	2.0685682779550554
144	2	1.5148305094987153
144	3	1.6566326758265495
144	4	1.5433668366074562
144	5	1.5831210608780384
144	6	1.5792693623900413
145	0	1.5148305094987153
145	1	1.6566326758265495
145	2	1.5433668366074562
145	3	2.0685682779550554
145	4	1.5267778001260013
